loan_id,loan_date,loan_amount,loan_duration,payments,loan_success,account_frequency,account_creation,no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district unemploymant_growth,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,account_district crime_growth,account_district total_crime,birth_number,gender,code ,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district unemploymant_growth,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 ,client_district crime_growth,client_district total_crime,card_issued,card_type,no. movements,min no. trans,max no. trans,avg no. trans,min balance,max balance,avg balance
5337,31-07-1996,162468,36,4513,1,monthly issuance,05-03-1996,105058,32,19,7,2,10,81.0,9272,2.8,3.22,0.4200000000000004,118,4340.0,4505,165.0,8845.0,23-08-1957,female,32,105058,32,19,7,2,10,81.0,9272,2.8,3.22,0.4200000000000004,118,4340.0,4505,165.0,8845.0,0,None,15.0,70.9,40614.0,15082.586666666666,700.0,83862.8,51279.55333333334
5495,02-08-1996,89340,60,1489,1,monthly issuance,09-11-1995,110643,49,41,4,1,4,51.9,8441,3.45,4.48,1.0300000000000002,115,1879.0,2252,373.0,4131.0,12-11-1971,female,60,110643,49,41,4,1,4,51.9,8441,3.45,4.48,1.0300000000000002,115,1879.0,2252,373.0,4131.0,0,None,44.0,14.6,17313.0,4662.468181818182,500.0,54020.1,39644.763636363634
7013,02-08-1996,89340,60,1489,1,monthly issuance,09-11-1995,110643,49,41,4,1,4,51.9,8441,3.45,4.48,1.0300000000000002,115,1879.0,2252,373.0,4131.0,12-11-1971,female,60,110643,49,41,4,1,4,51.9,8441,3.45,4.48,1.0300000000000002,115,1879.0,2252,373.0,4131.0,0,None,44.0,14.6,17313.0,4646.670454545455,500.0,54628.1,40005.48181818182
6012,03-08-1996,258444,36,7179,1,weekly issuance,11-01-1996,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,27-05-1966,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,16.0,141.4,31830.0,8680.75625,600.0,61790.4,40688.1375
6471,04-08-1996,155640,24,6485,1,monthly issuance,19-06-1995,95616,65,30,4,1,6,51.4,9307,3.85,4.43,0.5799999999999996,118,2616.0,3040,424.0,5656.0,07-01-1943,female,5,95616,65,30,4,1,6,51.4,9307,3.85,4.43,0.5799999999999996,118,2616.0,3040,424.0,5656.0,0,None,105.0,14.6,34486.0,5793.88,500.0,72838.9,45183.34952380953
6296,06-08-1996,270384,48,5633,1,monthly issuance,27-05-1995,75232,55,26,4,1,5,41.7,8980,1.95,2.21,0.26,111,2824.0,2813,-11.0,5637.0,07-04-1962,male,3,75232,55,26,4,1,5,41.7,8980,1.95,2.21,0.26,111,2824.0,2813,-11.0,5637.0,0,None,87.0,14.6,50696.0,12403.506896551724,700.0,91294.4,47654.244827586204
7305,06-08-1996,54024,12,4502,1,monthly issuance,01-10-1994,117897,139,28,5,1,6,53.8,8814,4.76,5.74,0.9800000000000004,107,2112.0,2059,-53.0,4171.0,13-04-1968,male,61,117897,139,28,5,1,6,53.8,8814,4.76,5.74,0.9800000000000004,107,2112.0,2059,-53.0,4171.0,13-06-1995,classic,147.0,14.6,40521.0,8708.722448979592,1000.0,81705.8,36480.18503401361
6144,09-08-1996,44376,12,3698,1,monthly issuance,27-02-1996,58796,22,16,7,1,5,51.9,9045,3.13,3.6,0.4700000000000002,124,1845.0,1879,34.0,3724.0,23-05-1962,male,15,58796,22,16,7,1,5,51.9,9045,3.13,3.6,0.4700000000000002,124,1845.0,1879,34.0,3724.0,0,None,39.0,14.6,54100.0,15332.38717948718,800.0,124090.0,53505.21538461538
6283,11-08-1996,85632,48,1784,1,monthly issuance,05-04-1995,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,07-04-1949,female,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,0,None,85.0,14.6,60800.0,15232.29294117647,800.0,156504.1,65066.73529411765
7246,20-08-1996,148920,60,2482,1,weekly issuance,01-02-1996,108871,41,29,7,2,6,62.1,8444,3.24,3.47,0.22999999999999998,106,2595.0,2305,-290.0,4900.0,03-08-1977,male,59,108871,41,29,7,2,6,62.1,8444,3.24,3.47,0.22999999999999998,106,2595.0,2305,-290.0,4900.0,0,None,31.0,30.0,22780.0,7832.083870967742,400.0,63289.9,32435.31935483871
5088,22-08-1996,91152,24,3798,1,monthly issuance,15-05-1995,105058,32,19,7,2,10,81.0,9272,2.8,3.22,0.4200000000000004,118,4340.0,4505,165.0,8845.0,10-12-1942,male,32,105058,32,19,7,2,10,81.0,9272,2.8,3.22,0.4200000000000004,118,4340.0,4505,165.0,8845.0,08-08-1996,classic,77.0,14.6,34184.0,9452.944155844156,400.0,72327.7,44829.54415584415
5988,22-08-1996,141648,24,5902,1,monthly issuance,04-02-1996,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,17-07-1952,male,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,0,None,18.0,55.6,42127.0,14106.122222222222,200.0,123310.1,45100.42222222222
5282,24-08-1996,388512,48,8094,-1,issuance after transaction,17-11-1994,42821,4,13,5,1,3,48.4,8173,7.01,7.01,0.0,124,1358.0,1358,0.0,2716.0,13-03-1969,female,69,42821,4,13,5,1,3,48.4,8173,7.01,7.01,0.0,124,1358.0,1358,0.0,2716.0,0,None,120.0,2.4,44700.0,7319.423333333333,-2838.8,84743.5,21371.32
5938,25-08-1996,402000,60,6700,1,monthly issuance,15-10-1995,149893,63,29,6,2,6,67.4,9753,4.64,5.05,0.41000000000000014,109,5244.0,5892,648.0,11136.0,06-08-1980,male,4,149893,63,29,6,2,6,67.4,9753,4.64,5.05,0.41000000000000014,109,5244.0,5892,648.0,11136.0,0,None,54.0,14.6,9500.0,3029.8888888888887,200.0,35650.8,21568.935185185186
5606,28-08-1996,253512,36,7042,-1,weekly issuance,28-01-1996,108871,41,29,7,2,6,62.1,8444,3.24,3.47,0.22999999999999998,106,2595.0,2305,-290.0,4900.0,07-08-1945,female,59,108871,41,29,7,2,6,62.1,8444,3.24,3.47,0.22999999999999998,106,2595.0,2305,-290.0,4900.0,0,None,29.0,13.4,40419.0,11379.258620689656,300.0,111044.2,37095.8448275862
5385,09-09-1996,71460,36,1985,1,monthly issuance,13-01-1996,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,31-08-1980,female,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,31.0,14.6,33669.0,10132.91935483871,700.0,76403.1,49220.98064516129
6865,11-09-1996,29448,12,2454,-1,monthly issuance,15-05-1996,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,21-10-1947,male,72,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,0,None,11.0,63.8,22090.0,8271.872727272726,800.0,43790.6,28977.436363636363
5586,14-09-1996,48744,36,1354,1,monthly issuance,03-05-1996,148545,8,35,12,3,4,53.5,8909,4.01,5.56,1.5499999999999998,113,3460.0,3590,130.0,7050.0,14-04-1964,female,77,148545,8,35,12,3,4,53.5,8909,4.01,5.56,1.5499999999999998,113,3460.0,3590,130.0,7050.0,0,None,14.0,53.7,28603.5,11392.235714285714,900.0,62891.3,42930.20714285714
6302,16-09-1996,181020,60,3017,1,monthly issuance,15-03-1995,78955,50,24,8,1,9,59.0,9060,1.78,2.44,0.6599999999999999,124,1655.0,1717,62.0,3372.0,14-06-1966,female,48,78955,50,24,8,1,9,59.0,9060,1.78,2.44,0.6599999999999999,124,1655.0,1717,62.0,3372.0,0,None,93.0,14.6,27150.0,7273.7591397849465,500.0,60475.3,34005.9064516129
7194,17-09-1996,68832,36,1912,1,monthly issuance,23-10-1995,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,01-07-1959,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,53.0,14.6,28353.0,7828.981132075472,700.0,61939.6,37557.05471698113
6461,19-09-1996,74124,36,2059,1,weekly issuance,09-04-1995,107870,84,29,6,1,6,58.0,8754,3.83,4.31,0.47999999999999954,137,3804.0,3868,64.0,7672.0,13-04-1939,female,12,107870,84,29,6,1,6,58.0,8754,3.83,4.31,0.47999999999999954,137,3804.0,3868,64.0,7672.0,0,None,122.0,30.0,49816.0,9023.625409836066,400.0,159765.9,54371.29918032787
6732,19-09-1996,174048,48,3626,1,monthly issuance,10-10-1995,162580,83,26,5,1,6,72.8,9538,1.51,1.81,0.30000000000000004,111,6079.0,5410,-669.0,11489.0,16-02-1952,female,47,162580,83,26,5,1,6,72.8,9538,1.51,1.81,0.30000000000000004,111,6079.0,5410,-669.0,11489.0,0,None,69.0,14.6,49461.0,13503.126086956521,600.0,127067.6,72968.38115942029
6613,22-09-1996,84120,24,3505,1,weekly issuance,09-06-1996,42821,4,13,5,1,3,48.4,8173,7.01,7.01,0.0,124,1358.0,1358,0.0,2716.0,02-03-1950,female,69,42821,4,13,5,1,3,48.4,8173,7.01,7.01,0.0,124,1358.0,1358,0.0,2716.0,0,None,19.0,30.0,47952.0,14769.1,900.0,89570.9,56910.68947368421
7036,25-09-1996,194940,36,5415,1,monthly issuance,15-06-1995,112065,95,19,7,1,8,69.4,11277,1.25,1.44,0.18999999999999995,127,5179.0,4987,-192.0,10166.0,30-10-1964,male,8,112065,95,19,7,1,8,69.4,11277,1.25,1.44,0.18999999999999995,127,5179.0,4987,-192.0,10166.0,0,None,91.0,1.3,58700.0,12668.317582417583,600.0,138172.6,56669.787912087915
5897,25-09-1996,15192,24,633,1,monthly issuance,10-11-1994,122603,25,21,6,2,8,80.0,8991,1.39,2.01,0.6199999999999999,128,5198.0,5273,75.0,10471.0,27-12-1972,female,24,122603,25,21,6,2,8,80.0,8991,1.39,2.01,0.6199999999999999,128,5198.0,5273,75.0,10471.0,0,None,169.0,14.6,21513.0,4099.694674556213,500.0,48157.1,29941.905325443786
6995,26-09-1996,96168,12,8014,1,weekly issuance,19-01-1995,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,12-08-1972,female,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,0,None,149.0,24.8,53500.0,8240.561744966442,600.0,138010.1,50492.688590604026
5415,26-09-1996,139464,36,3874,-1,monthly issuance,27-08-1995,182027,17,49,12,2,7,56.4,8746,3.33,3.74,0.41000000000000014,90,4355.0,4433,78.0,8788.0,12-08-1958,male,73,182027,17,49,12,2,7,56.4,8746,3.33,3.74,0.41000000000000014,90,4355.0,4433,78.0,8788.0,0,None,31.0,20.2,36854.0,8131.070967741935,300.0,65062.8,31532.748387096774
7136,28-09-1996,54396,36,1511,1,monthly issuance,21-03-1996,110643,49,41,4,1,4,51.9,8441,3.45,4.48,1.0300000000000002,115,1879.0,2252,373.0,4131.0,27-07-1939,male,60,110643,49,41,4,1,4,51.9,8441,3.45,4.48,1.0300000000000002,115,1879.0,2252,373.0,4131.0,0,None,23.0,14.6,11244.0,3853.8260869565215,800.0,42308.8,30293.708695652174
7271,02-10-1996,392460,60,6541,1,monthly issuance,24-11-1994,107870,84,29,6,1,6,58.0,8754,3.83,4.31,0.47999999999999954,137,3804.0,3868,64.0,7672.0,13-11-1980,female,12,107870,84,29,6,1,6,58.0,8754,3.83,4.31,0.47999999999999954,137,3804.0,3868,64.0,7672.0,0,None,143.0,14.6,58870.0,12882.523076923077,900.0,115913.4,57131.74055944056
5375,03-10-1996,101520,12,8460,1,monthly issuance,01-02-1996,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,12-10-1976,female,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,38.0,14.6,18513.0,5370.042105263158,400.0,43218.7,26449.092105263157
5635,04-10-1996,77184,36,2144,1,monthly issuance,11-03-1995,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,09-12-1954,female,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,77.0,14.6,63600.0,14561.257142857143,200.0,142917.9,50722.27012987013
6817,04-10-1996,70656,48,1472,1,monthly issuance,05-01-1996,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,26-07-1952,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,53.0,14.6,26080.0,5188.33962264151,600.0,55343.2,32646.850943396224
5923,10-10-1996,64656,48,1347,1,monthly issuance,08-06-1996,67298,71,19,10,0,7,43.8,8561,0.65,1.29,0.64,110,1029.0,1127,98.0,2156.0,19-03-1947,male,27,67298,71,19,10,0,7,43.8,8561,0.65,1.29,0.64,110,1029.0,1127,98.0,2156.0,0,None,12.0,62.9,13609.0,6379.075,200.0,44749.0,25896.466666666667
5329,16-10-1996,396120,60,6602,1,weekly issuance,15-04-1995,51428,50,11,3,1,4,52.7,8402,3.13,3.98,0.8500000000000001,120,999.0,1099,100.0,2098.0,02-01-1950,female,19,51428,50,11,3,1,4,52.7,8402,3.13,3.98,0.8500000000000001,120,999.0,1099,100.0,2098.0,0,None,95.0,30.0,59415.0,15418.108421052631,500.0,104859.1,58855.27789473684
6644,20-10-1996,93600,24,3900,1,monthly issuance,17-12-1995,81344,61,23,4,2,6,55.3,8899,3.39,3.97,0.5800000000000001,149,2987.0,2487,-500.0,5474.0,23-06-1972,male,9,81344,61,23,4,2,6,55.3,8899,3.39,3.97,0.5800000000000001,149,2987.0,2487,-500.0,5474.0,0,None,55.0,14.6,45287.0,7856.412727272727,900.0,96108.3,40078.707272727275
6354,23-10-1996,22968,36,638,1,monthly issuance,25-06-1996,93931,74,21,10,1,8,56.9,8427,1.12,1.54,0.41999999999999993,107,1874.0,1913,39.0,3787.0,27-07-1950,female,16,93931,74,21,10,1,8,56.9,8427,1.12,1.54,0.41999999999999993,107,1874.0,1913,39.0,3787.0,0,None,11.0,16.3,8200.0,4184.636363636364,1000.0,38831.0,23324.936363636363
5082,24-10-1996,262980,60,4383,1,monthly issuance,21-10-1995,53921,61,22,1,1,2,41.3,8598,2.77,3.26,0.48999999999999977,123,1597.0,1875,278.0,3472.0,09-03-1966,female,13,53921,61,22,1,1,2,41.3,8598,2.77,3.26,0.48999999999999977,123,1597.0,1875,278.0,3472.0,0,None,56.0,14.6,44022.0,7310.239285714286,900.0,78574.3,41729.61607142857
6585,29-10-1996,372120,60,6202,1,monthly issuance,05-01-1995,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,26-01-1945,male,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,0,None,172.0,14.6,63300.0,15182.096511627908,500.0,128495.4,64044.04593023256
6921,29-10-1996,86184,12,7182,1,monthly issuance,06-03-1996,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,04-12-1940,female,70,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,0,None,42.0,14.6,64642.0,16523.60238095238,300.0,128146.0,59935.271428571425
5366,29-10-1996,86184,12,7182,1,monthly issuance,06-03-1996,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,04-12-1940,female,70,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,0,None,42.0,14.6,64642.0,16607.014285714286,300.0,128146.0,60273.67857142857
5886,31-10-1996,192744,36,5354,1,monthly issuance,16-06-1996,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,14-03-1964,male,62,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,0,None,26.0,14.6,49871.0,15435.057692307691,200.0,128778.8,62590.42307692308
5741,03-11-1996,68544,24,2856,1,weekly issuance,19-02-1996,114006,71,26,6,2,9,62.3,9065,4.46,5.39,0.9299999999999997,123,4147.0,4166,19.0,8313.0,16-09-1976,male,37,114006,71,26,6,2,9,62.3,9065,4.46,5.39,0.9299999999999997,123,4147.0,4166,19.0,8313.0,0,None,54.0,30.0,44342.0,8948.183333333332,900.0,94207.7,44948.625925925924
4996,06-11-1996,88440,12,7370,1,issuance after transaction,11-05-1996,128118,9,16,6,3,8,85.3,9317,6.49,7.07,0.5800000000000001,97,6949.0,6872,-77.0,13821.0,03-07-1945,female,40,128118,9,16,6,3,8,85.3,9317,6.49,7.07,0.5800000000000001,97,6949.0,6872,-77.0,13821.0,0,None,31.0,100.0,47976.0,14850.767741935484,200.0,103239.0,62778.09032258065
6015,09-11-1996,110112,24,4588,1,monthly issuance,15-12-1995,107911,88,33,6,2,7,50.9,8240,2.53,3.56,1.0300000000000002,99,1850.0,1903,53.0,3753.0,12-10-1963,male,53,107911,88,33,6,2,7,50.9,8240,2.53,3.56,1.0300000000000002,99,1850.0,1903,53.0,3753.0,0,None,82.0,14.6,52500.0,17234.715853658538,700.0,135658.1,76232.7
6309,11-11-1996,110136,24,4589,1,monthly issuance,08-05-1995,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,24-02-1958,female,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,63.0,14.6,60700.0,11660.536507936507,400.0,140542.8,50815.804761904765
6073,12-11-1996,276300,60,4605,1,monthly issuance,14-07-1995,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,06-07-1976,male,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,0,None,92.0,14.6,8888.0,3104.776086956522,500.0,40755.0,25997.56304347826
6006,15-11-1996,359760,60,5996,1,monthly issuance,29-07-1995,161854,73,21,6,1,6,76.3,9425,1.72,2.5,0.78,125,4085.0,3891,-194.0,7976.0,31-05-1979,male,43,161854,73,21,6,1,6,76.3,9425,1.72,2.5,0.78,125,4085.0,3891,-194.0,7976.0,0,None,48.0,14.6,51700.0,8082.339583333333,900.0,127807.6,32434.69375
5611,15-11-1996,321180,60,5353,1,monthly issuance,27-03-1996,177686,69,27,10,1,9,74.8,10045,1.42,1.71,0.29000000000000004,135,6604.0,6295,-309.0,12899.0,07-09-1936,male,14,177686,69,27,10,1,9,74.8,10045,1.42,1.71,0.29000000000000004,135,6604.0,6295,-309.0,12899.0,0,None,38.0,14.6,48180.0,13585.02894736842,700.0,90257.3,40524.46315789474
6944,15-11-1996,46176,48,962,1,monthly issuance,07-06-1996,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,03-11-1966,male,62,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,0,None,17.0,64.5,18109.0,8573.594117647059,1000.0,54705.1,33613.10588235294
7101,18-11-1996,421008,48,8771,1,monthly issuance,19-01-1996,177686,69,27,10,1,9,74.8,10045,1.42,1.71,0.29000000000000004,135,6604.0,6295,-309.0,12899.0,01-06-1953,male,14,177686,69,27,10,1,9,74.8,10045,1.42,1.71,0.29000000000000004,135,6604.0,6295,-309.0,12899.0,0,None,50.0,14.6,31540.0,8521.962,600.0,72330.4,37436.422
6599,19-11-1996,72120,12,6010,1,monthly issuance,14-03-1995,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,10-11-1952,female,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,0,None,102.0,14.6,54092.0,14376.88137254902,1000.0,109338.9,75686.06568627451
6940,22-11-1996,228276,36,6341,1,monthly issuance,09-06-1996,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,03-08-1961,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,20.0,14.6,22288.0,7186.86,500.0,60236.6,41402.135
5209,25-11-1996,182640,48,3805,1,monthly issuance,28-03-1996,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,19-04-1942,female,62,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,0,None,40.0,11.5,34246.0,9227.6,600.0,64411.8,37802.23
5388,28-11-1996,61560,12,5130,1,weekly issuance,07-01-1996,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,04-01-1943,male,31,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,0,None,71.0,30.0,46166.0,9739.397183098592,200.0,73559.9,32967.71267605634
6011,28-11-1996,179328,48,3736,1,monthly issuance,22-01-1996,387570,0,0,0,1,1,100.0,9897,1.6,1.96,0.3599999999999999,140,18721.0,18696,-25.0,37417.0,21-11-1973,male,54,387570,0,0,0,1,1,100.0,9897,1.6,1.96,0.3599999999999999,140,18721.0,18696,-25.0,37417.0,0,None,52.0,14.6,34960.0,8935.784615384615,200.0,81614.7,44093.971153846156
5591,04-12-1996,155616,48,3242,1,monthly issuance,20-04-1996,92084,55,29,4,3,5,46.7,10124,0.56,0.54,-0.020000000000000018,141,3810.0,4316,506.0,8126.0,25-10-1959,female,10,92084,55,29,4,3,5,46.7,10124,0.56,0.54,-0.020000000000000018,141,3810.0,4316,506.0,8126.0,0,None,30.0,14.6,29176.0,9151.153333333334,300.0,62153.6,39426.07
7154,05-12-1996,417600,60,6960,1,issuance after transaction,24-10-1995,157042,49,70,18,0,9,33.9,8743,1.88,2.43,0.5500000000000003,111,3659.0,3894,235.0,7553.0,12-10-1970,male,55,157042,49,70,18,0,9,33.9,8743,1.88,2.43,0.5500000000000003,111,3659.0,3894,235.0,7553.0,17-07-1996,gold,34.0,100.0,36305.0,8159.970588235294,200.0,87052.1,43196.74411764706
7130,11-12-1996,123408,24,5142,1,issuance after transaction,23-11-1995,119895,17,4,3,2,4,89.9,10446,7.34,9.4,2.0600000000000005,90,4947.0,4743,-204.0,9690.0,14-10-1964,male,39,119895,17,4,3,2,4,89.9,10446,7.34,9.4,2.0600000000000005,90,4947.0,4743,-204.0,9690.0,03-07-1996,gold,65.0,67.5,46000.0,5789.864615384616,700.0,85626.9,28359.255384615386
6818,12-12-1996,155616,48,3242,1,monthly issuance,21-01-1995,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,10-04-1971,female,72,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,0,None,172.0,14.6,36960.0,4895.974418604651,200.0,75294.1,44197.50988372093
5625,15-12-1996,222180,60,3703,-1,monthly issuance,29-11-1995,45714,52,10,5,1,6,55.6,8843,2.82,3.6,0.7800000000000002,113,818.0,888,70.0,1706.0,20-03-1939,male,29,45714,52,10,5,1,6,55.6,8843,2.82,3.6,0.7800000000000002,113,818.0,888,70.0,1706.0,0,None,59.0,14.6,52600.0,11725.494915254238,800.0,130659.1,55230.44406779661
6805,21-12-1996,45024,48,938,1,monthly issuance,21-05-1996,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,04-05-1957,female,70,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,0,None,39.0,14.6,31636.5,7779.815384615385,800.0,63659.3,41994.907692307694
7233,25-12-1996,115812,36,3217,1,monthly issuance,20-05-1995,93931,74,21,10,1,8,56.9,8427,1.12,1.54,0.41999999999999993,107,1874.0,1913,39.0,3787.0,01-06-1953,male,16,93931,74,21,10,1,8,56.9,8427,1.12,1.54,0.41999999999999993,107,1874.0,1913,39.0,3787.0,0,None,124.0,14.6,50800.0,13280.084677419354,1100.0,119527.2,56646.51612903226
7308,27-12-1996,129408,24,5392,1,monthly issuance,14-10-1995,106054,38,25,6,2,6,63.1,8110,5.77,6.55,0.7800000000000002,109,3244.0,3079,-165.0,6323.0,19-10-1962,female,67,106054,38,25,6,2,6,63.1,8110,5.77,6.55,0.7800000000000002,109,3244.0,3079,-165.0,6323.0,0,None,107.0,14.6,24212.0,4550.302803738317,1000.0,56055.6,30869.781308411213
